date,product_id,category_id,store_id,historical_sales,price,promotion_flag,holiday_flag,economic_index,target_demand
30-09-2022,1013,1,1,17,23.13,1,0,92.55,23
01-10-2022,1005,5,1,20,49.08,0,0,103.58,21
03-10-2022,1046,1,9,19,48.66,1,0,102.83,33
03-10-2022,1004,3,8,19,8.41,1,0,92.48,30
04-10-2022,1012,1,6,18,40.61,0,0,102.44,12
04-10-2022,1001,4,4,16,43.19,0,0,100.56,14
05-10-2022,1023,3,4,20,18.42,0,0,107.81,24
05-10-2022,1046,2,7,22,23.53,1,0,104.57,39
05-10-2022,1041,2,6,22,49.32,0,0,104.23,26
05-10-2022,1017,4,10,21,15.1,0,0,101.77,21
06-10-2022,1039,3,6,14,38.84,0,0,99.55,10
08-10-2022,1037,2,4,24,6.03,0,0,88.55,23
08-10-2022,1016,1,5,16,10.63,1,0,99.5,39
09-10-2022,1024,3,9,14,40.37,0,0,93.22,5
10-10-2022,1033,3,9,23,49.87,0,1,95.83,20
10-10-2022,1037,3,4,28,26.7,0,0,100.26,34
11-10-2022,1045,3,2,13,34.1,0,0,117.98,12
12-10-2022,1001,1,3,27,40.37,0,0,100.25,21
12-10-2022,1005,3,3,23,16.36,1,0,111.22,28
13-10-2022,1043,3,4,21,6.98,0,0,121.05,20
13-10-2022,1001,1,5,21,46.91,1,0,91.84,18
13-10-2022,1004,4,2,23,42.2,0,0,104.08,27
15-10-2022,1026,2,10,14,23.74,1,1,104.9,28
15-10-2022,1016,1,6,25,45.99,1,0,94.27,30
17-10-2022,1000,5,3,15,36.98,0,0,92.19,14
22-10-2022,1001,4,1,17,15.58,0,0,95.32,20
22-10-2022,1045,4,9,17,20.1,0,1,91.23,20
26-10-2022,1041,2,2,23,25.74,1,0,100.68,33
27-10-2022,1000,3,4,22,14.41,0,0,120.5,16
29-10-2022,1031,4,2,18,8.07,0,0,100.32,15
29-10-2022,1033,3,10,20,37.35,0,0,103.87,22
30-10-2022,1011,2,4,25,5.02,0,0,102.38,30
30-10-2022,1024,1,1,22,11.41,0,0,89.73,19
02-11-2022,1034,1,4,15,27.84,0,0,87.99,18
02-11-2022,1048,2,9,13,30.07,0,1,115.74,17
03-11-2022,1033,3,5,12,18.2,0,0,106.22,12
04-11-2022,1007,1,10,19,29.61,0,0,97.98,16
04-11-2022,1033,1,10,21,32.2,0,0,109.65,23
06-11-2022,1016,3,1,19,9.94,1,0,103.94,19
07-11-2022,1018,2,5,20,49.93,0,0,91.63,19
07-11-2022,1029,1,10,15,21.99,1,1,81.67,26
08-11-2022,1045,4,3,25,30.44,0,0,104.74,24
10-11-2022,1040,3,8,15,35.86,0,1,98.15,12
11-11-2022,1025,5,5,25,34.34,1,0,95.27,36
13-11-2022,1009,3,1,27,34.73,1,0,99.8,27
14-11-2022,1007,4,1,18,37.3,0,0,106.67,19
17-11-2022,1010,2,2,13,32.91,0,0,81.03,13
17-11-2022,1038,5,2,14,38.37,0,1,113.78,14
24-11-2022,1010,3,1,22,12.56,0,0,111.58,12
24-11-2022,1031,2,8,22,10.05,0,0,96.7,17
26-11-2022,1019,2,5,14,9.8,0,0,101.48,13
28-11-2022,1007,4,2,20,35.49,0,0,109.23,16
02-12-2022,1009,1,6,20,48.49,1,0,126.85,31
03-12-2022,1016,4,1,21,19.43,1,0,109.31,25
04-12-2022,1013,5,2,24,20.87,0,1,97.14,27
05-12-2022,1044,5,2,19,33.11,1,0,101.99,30
07-12-2022,1048,1,3,21,8.67,0,0,103.27,18
07-12-2022,1004,5,7,19,31.58,0,0,94.29,20
07-12-2022,1010,1,9,18,45.94,0,0,118.41,14
07-12-2022,1002,2,8,19,21.06,0,0,80.57,25
08-12-2022,1033,1,6,21,23.59,0,0,93.02,31
08-12-2022,1045,3,9,17,17.51,0,0,85.04,17
08-12-2022,1044,4,6,16,28.1,0,0,87.79,16
08-12-2022,1001,1,5,19,21.97,1,0,103.32,34
09-12-2022,1011,1,9,23,8.33,0,1,108.22,28
10-12-2022,1024,5,1,20,17.37,1,0,92.17,30
12-12-2022,1004,1,5,17,30.85,0,0,99.12,15
15-12-2022,1049,2,8,20,21.43,0,0,100.47,27
19-12-2022,1048,2,1,19,13.91,0,0,97.5,19
22-12-2022,1017,4,1,15,49.4,0,0,95.09,18
23-12-2022,1033,1,2,21,18.13,0,1,100.1,14
24-12-2022,1015,2,3,22,18.95,0,0,93,23
24-12-2022,1024,1,3,21,20.17,0,0,82.33,25
25-12-2022,1025,2,2,19,35.03,0,0,104.41,14
26-12-2022,1022,3,9,14,22.27,1,0,118.27,26
26-12-2022,1045,4,5,20,38.7,0,0,102.99,16
26-12-2022,1048,1,10,25,11.94,1,1,95.09,37
28-12-2022,1029,1,5,20,44.32,0,0,90.06,25
29-12-2022,1028,5,1,14,34.84,1,1,100.52,21
29-12-2022,1031,5,4,17,49.6,0,0,112.54,17
30-12-2022,1026,4,9,18,47.08,0,0,95,16
31-12-2022,1023,3,1,25,14.62,1,0,83.96,33
31-12-2022,1049,4,4,23,17.99,0,0,95.24,19
31-12-2022,1043,3,5,31,23.54,0,0,106.62,31
01-01-2023,1036,1,2,14,29.31,0,0,89.07,18
01-01-2023,1034,2,8,19,44.46,1,0,87.72,28
04-01-2023,1026,1,5,13,17,1,0,107.68,17
04-01-2023,1025,5,10,19,45.61,0,0,90.87,25
05-01-2023,1034,1,10,18,33.79,1,1,105.58,28
05-01-2023,1043,2,5,23,9.37,1,0,108.53,42
06-01-2023,1029,3,10,12,40.77,0,0,96.48,11
06-01-2023,1013,1,10,24,39.82,1,0,107.56,34
08-01-2023,1020,4,8,20,10.51,0,0,104.85,21
10-01-2023,1027,4,3,13,45.36,1,0,87.71,13
10-01-2023,1030,4,10,17,22.2,0,0,103.59,12
10-01-2023,1008,2,10,29,36.78,1,0,96.99,35
10-01-2023,1036,5,4,16,27.95,0,0,100.76,10
11-01-2023,1018,4,6,24,37.54,1,0,89.75,34
11-01-2023,1047,2,4,18,37.27,0,0,99.52,10
13-01-2023,1046,4,9,25,27.06,0,1,110.65,28
15-01-2023,1027,5,5,21,45.22,1,0,100.55,24
18-01-2023,1024,3,2,19,14.84,0,0,88.4,28
19-01-2023,1028,5,7,26,22.72,1,0,124.65,38
19-01-2023,1000,2,3,11,21.08,1,0,85.81,16
19-01-2023,1002,1,7,14,41.91,0,0,111.25,16
20-01-2023,1025,1,8,30,36.98,0,0,88.96,31
21-01-2023,1030,1,10,21,19.71,0,0,87.69,24
22-01-2023,1012,2,7,14,23.37,0,1,105.2,10
22-01-2023,1029,1,8,23,47.67,0,0,114.22,24
23-01-2023,1017,5,10,26,22.33,1,0,102.07,37
24-01-2023,1031,5,3,22,14.39,0,0,111.51,18
25-01-2023,1030,4,10,26,29.91,0,1,97.6,27
26-01-2023,1015,1,4,23,33,0,0,109.55,24
27-01-2023,1017,2,7,18,31.69,0,0,124.47,16
28-01-2023,1002,4,4,21,44.36,1,0,107.28,35
28-01-2023,1019,4,2,22,6.94,0,0,93.56,24
28-01-2023,1004,1,2,21,14.99,0,1,105.94,15
30-01-2023,1001,4,8,19,36.51,0,0,117.07,22
31-01-2023,1028,4,1,28,35.11,0,0,100.52,31
01-02-2023,1025,2,4,20,5.92,0,0,96.7,19
03-02-2023,1009,5,3,20,20.91,0,0,99.29,14
04-02-2023,1029,5,5,26,49.11,0,0,96.47,23
05-02-2023,1026,5,10,23,40.36,0,0,96.68,23
08-02-2023,1012,4,1,20,39.23,0,0,108.33,22
09-02-2023,1034,3,6,14,19.54,0,0,104.73,12
10-02-2023,1045,2,6,23,27.45,0,0,98.07,23
10-02-2023,1004,2,8,15,18.25,0,0,90.65,11
10-02-2023,1013,5,3,17,35.76,0,0,94.79,18
11-02-2023,1016,4,6,18,36.44,1,0,100.76,21
11-02-2023,1003,1,4,22,32.46,0,0,112.35,21
11-02-2023,1010,5,9,15,27.97,0,0,99.33,15
12-02-2023,1020,1,7,22,27.97,0,0,105.74,24
14-02-2023,1041,1,10,17,37.7,0,0,86.38,20
17-02-2023,1043,1,7,29,38.8,0,0,114.68,21
18-02-2023,1048,5,7,22,14.54,0,0,104.25,25
22-02-2023,1013,1,5,19,37.24,0,1,107.03,14
22-02-2023,1017,1,6,21,40.38,0,1,78.24,21
24-02-2023,1015,1,9,15,45.27,0,0,100.33,13
24-02-2023,1013,3,1,29,40.94,0,0,102.33,22
24-02-2023,1019,1,3,17,46.39,0,0,98.19,13
27-02-2023,1025,4,6,21,40.1,0,0,99.13,20
28-02-2023,1004,5,2,19,38.61,1,0,94.58,37
28-02-2023,1019,1,8,24,26.64,0,0,108.9,19
01-03-2023,1021,2,6,16,18.52,1,0,98.63,26
01-03-2023,1026,2,3,18,31.98,0,0,108.15,16
04-03-2023,1021,4,5,14,35.91,1,0,92.22,26
07-03-2023,1027,5,2,26,26.38,1,0,94.91,35
08-03-2023,1044,5,9,20,40.1,0,0,93.52,17
08-03-2023,1034,5,7,24,26.33,0,0,89.46,19
13-03-2023,1029,3,1,14,22.02,0,0,97.74,16
17-03-2023,1042,4,3,20,7.68,0,0,110.34,23
18-03-2023,1023,2,10,20,11.67,0,0,95.14,25
18-03-2023,1001,1,10,16,7.39,0,1,107.08,16
19-03-2023,1000,2,9,29,27.98,0,0,89,28
21-03-2023,1018,3,8,17,28.97,0,0,100.93,17
21-03-2023,1028,3,3,19,10.03,0,0,93.14,19
23-03-2023,1000,2,9,19,19.86,0,1,91.25,20
25-03-2023,1003,2,7,20,18.5,0,0,115.76,19
25-03-2023,1041,3,6,22,7.14,0,0,98.49,22
28-03-2023,1022,1,5,20,15.42,1,0,120.87,26
28-03-2023,1011,3,5,24,49.06,0,0,113.09,17
29-03-2023,1013,3,8,17,48.16,0,1,92.53,23
31-03-2023,1031,2,1,26,8.53,0,0,94.54,20
31-03-2023,1037,3,9,19,12.94,0,0,97.63,20
01-04-2023,1042,1,3,27,22.13,0,0,120.3,25
02-04-2023,1008,2,5,16,43.35,1,0,103.64,23
04-04-2023,1011,4,1,21,38.12,0,1,100.52,27
05-04-2023,1038,2,3,22,7.73,0,0,109.76,26
06-04-2023,1014,5,7,27,11.61,0,0,98.21,26
06-04-2023,1033,3,1,23,18.83,0,0,115.69,29
10-04-2023,1035,1,5,20,48.75,0,0,108.64,22
10-04-2023,1014,2,6,28,16.96,1,1,76.92,31
10-04-2023,1006,2,1,19,11.34,1,0,98.65,30
12-04-2023,1041,2,7,21,28.37,0,0,94.91,20
13-04-2023,1035,3,4,18,43.94,0,1,88.61,18
16-04-2023,1029,5,2,23,17.97,0,0,85.39,22
16-04-2023,1020,3,8,19,41.52,0,0,112.78,15
16-04-2023,1011,3,4,18,42.77,0,0,92.42,21
20-04-2023,1037,5,1,21,22.52,0,1,91.34,18
20-04-2023,1026,3,2,21,28.07,0,0,115.7,22
21-04-2023,1034,4,6,14,5.43,1,0,97.48,24
21-04-2023,1002,3,3,20,16.76,1,0,116.01,39
21-04-2023,1001,1,2,20,42,1,0,89.99,33
23-04-2023,1038,3,5,24,5.96,1,0,129.36,45
27-04-2023,1006,2,3,20,29.43,0,0,92.41,16
28-04-2023,1000,2,8,20,34.76,1,0,101.13,29
30-04-2023,1032,4,3,20,21.57,0,0,118.51,24
30-04-2023,1027,3,3,20,33.32,1,0,109.09,25
04-05-2023,1025,2,7,19,31.55,0,0,108.76,22
04-05-2023,1003,5,10,17,40.6,0,0,86.47,20
04-05-2023,1047,2,1,17,43.79,0,0,98.95,19
04-05-2023,1021,4,7,16,28.73,1,0,93.04,18
05-05-2023,1044,3,7,29,20.56,0,0,104.67,31
05-05-2023,1025,1,1,22,21.53,0,0,117.7,21
05-05-2023,1002,5,4,23,47.71,0,0,96.21,22
06-05-2023,1011,5,5,21,28.53,0,0,79.28,26
08-05-2023,1046,1,5,23,19.54,0,0,108.01,22
08-05-2023,1019,3,6,22,9.32,0,0,102.43,19
08-05-2023,1039,5,3,24,30.45,0,0,95.58,27
08-05-2023,1006,3,10,17,19.09,0,0,101.16,21
09-05-2023,1011,3,9,20,47.28,0,0,98.75,21
13-05-2023,1027,4,5,15,34.81,1,0,102.61,31
